Pavardė        Vardas        Galutinis (Med.)    
Pavarde1016    Vardas1016     5.40
Pavarde897     Vardas897      5.40
Pavarde914     Vardas914      5.40
Pavarde210     Vardas210      5.40
Pavarde5221    Vardas5221     5.40
Pavarde9457    Vardas9457     5.40
Pavarde5422    Vardas5422     5.40
Pavarde5017    Vardas5017     5.40
Pavarde1009    Vardas1009     5.40
Pavarde7966    Vardas7966     5.40
Pavarde4302    Vardas4302     5.40
Pavarde7921    Vardas7921     5.40
Pavarde5889    Vardas5889     5.40
Pavarde7933    Vardas7933     5.40
Pavarde7940    Vardas7940     5.40
Pavarde7956    Vardas7956     5.40
Pavarde7009    Vardas7009     5.40
Pavarde6999    Vardas6999     5.40
Pavarde7014    Vardas7014     5.40
Pavarde3950    Vardas3950     5.40
Pavarde7986    Vardas7986     5.40
Pavarde7989    Vardas7989     5.40
Pavarde8023    Vardas8023     5.40
Pavarde8044    Vardas8044     5.40
Pavarde6963    Vardas6963     5.40
Pavarde8080    Vardas8080     5.40
Pavarde2074    Vardas2074     5.40
Pavarde3172    Vardas3172     5.40
Pavarde7893    Vardas7893     5.40
Pavarde6219    Vardas6219     5.40
Pavarde2271    Vardas2271     5.40
Pavarde2298    Vardas2298     5.40
Pavarde3968    Vardas3968     5.40
Pavarde4283    Vardas4283     5.40
Pavarde2325    Vardas2325     5.40
Pavarde7837    Vardas7837     5.40
Pavarde7818    Vardas7818     5.40
Pavarde7055    Vardas7055     5.40
Pavarde2365    Vardas2365     5.40
Pavarde7775    Vardas7775     5.40
Pavarde2386    Vardas2386     5.40
Pavarde7057    Vardas7057     5.40
Pavarde1956    Vardas1956     5.40
Pavarde8159    Vardas8159     5.40
Pavarde4385    Vardas4385     5.40
Pavarde8169    Vardas8169     5.40
Pavarde1991    Vardas1991     5.40
Pavarde5810    Vardas5810     5.40
Pavarde1965    Vardas1965     5.40
Pavarde5798    Vardas5798     5.40
Pavarde8189    Vardas8189     5.40
Pavarde2004    Vardas2004     5.40
Pavarde3324    Vardas3324     5.40
Pavarde6853    Vardas6853     5.40
Pavarde8204    Vardas8204     5.40
Pavarde6274    Vardas6274     5.40
Pavarde4422    Vardas4422     5.40
Pavarde8258    Vardas8258     5.40
Pavarde6850    Vardas6850     5.40
Pavarde6201    Vardas6201     5.40
Pavarde6893    Vardas6893     5.40
Pavarde8149    Vardas8149     5.40
Pavarde8143    Vardas8143     5.40
Pavarde6918    Vardas6918     5.40
Pavarde4375    Vardas4375     5.40
Pavarde3283    Vardas3283     5.40
Pavarde5821    Vardas5821     5.40
Pavarde4370    Vardas4370     5.40
Pavarde2042    Vardas2042     5.40
Pavarde2044    Vardas2044     5.40
Pavarde2045    Vardas2045     5.40
Pavarde3274    Vardas3274     5.40
Pavarde2059    Vardas2059     5.40
Pavarde6944    Vardas6944     5.40
Pavarde6238    Vardas6238     5.40
Pavarde2996    Vardas2996     5.40
Pavarde4114    Vardas4114     5.40
Pavarde7224    Vardas7224     5.40
Pavarde2781    Vardas2781     5.40
Pavarde4121    Vardas4121     5.40
Pavarde2776    Vardas2776     5.40
Pavarde7421    Vardas7421     5.40
Pavarde2983    Vardas2983     5.40
Pavarde2745    Vardas2745     5.40
Pavarde6064    Vardas6064     5.40
Pavarde7204    Vardas7204     5.40
Pavarde7202    Vardas7202     5.40
Pavarde3012    Vardas3012     5.40
Pavarde2738    Vardas2738     5.40
Pavarde4138    Vardas4138     5.40
Pavarde4021    Vardas4021     5.40
Pavarde4150    Vardas4150     5.40
Pavarde7492    Vardas7492     5.40
Pavarde4042    Vardas4042     5.40
Pavarde7241    Vardas7241     5.40
Pavarde6076    Vardas6076     5.40
Pavarde2819    Vardas2819     5.40
Pavarde7363    Vardas7363     5.40
Pavarde2949    Vardas2949     5.40
Pavarde2825    Vardas2825     5.40
Pavarde6085    Vardas6085     5.40
Pavarde2842    Vardas2842     5.40
Pavarde6088    Vardas6088     5.40
Pavarde4083    Vardas4083     5.40
Pavarde2938    Vardas2938     5.40
Pavarde7322    Vardas7322     5.40
Pavarde7289    Vardas7289     5.40
Pavarde2914    Vardas2914     5.40
Pavarde2540    Vardas2540     5.40
Pavarde2410    Vardas2410     5.40
Pavarde7737    Vardas7737     5.40
Pavarde4251    Vardas4251     5.40
Pavarde7725    Vardas7725     5.40
Pavarde7724    Vardas7724     5.40
Pavarde3987    Vardas3987     5.40
Pavarde7661    Vardas7661     5.40
Pavarde6191    Vardas6191     5.40
Pavarde6190    Vardas6190     5.40
Pavarde2489    Vardas2489     5.40
Pavarde7652    Vardas7652     5.40
Pavarde3094    Vardas3094     5.40
Pavarde2509    Vardas2509     5.40
Pavarde6180    Vardas6180     5.40
Pavarde7110    Vardas7110     5.40
Pavarde1970    Vardas1970     5.40
Pavarde7595    Vardas7595     5.40
Pavarde2573    Vardas2573     5.40
Pavarde7578    Vardas7578     5.40
Pavarde2588    Vardas2588     5.40
Pavarde2593    Vardas2593     5.40
Pavarde7538    Vardas7538     5.40
Pavarde2629    Vardas2629     5.40
Pavarde6013    Vardas6013     5.40
Pavarde2632    Vardas2632     5.40
Pavarde7528    Vardas7528     5.40
Pavarde2643    Vardas2643     5.40
Pavarde4013    Vardas4013     5.40
Pavarde2650    Vardas2650     5.40
Pavarde7495    Vardas7495     5.40
Pavarde3036    Vardas3036     5.40
Pavarde1249    Vardas1249     5.40
Pavarde5649    Vardas5649     5.40
Pavarde3792    Vardas3792     5.40
Pavarde3661    Vardas3661     5.40
Pavarde8264    Vardas8264     5.40
Pavarde8865    Vardas8865     5.40
Pavarde5651    Vardas5651     5.40
Pavarde3527    Vardas3527     5.40
Pavarde4567    Vardas4567     5.40
Pavarde3513    Vardas3513     5.40
Pavarde5554    Vardas5554     5.40
Pavarde1576    Vardas1576     5.40
Pavarde1584    Vardas1584     5.40
Pavarde3509    Vardas3509     5.40
Pavarde1533    Vardas1533     5.40
Pavarde3843    Vardas3843     5.40
Pavarde4552    Vardas4552     5.40
Pavarde8911    Vardas8911     5.40
Pavarde1220    Vardas1220     5.40
Pavarde8917    Vardas8917     5.40
Pavarde8540    Vardas8540     5.40
Pavarde6683    Vardas6683     5.40
Pavarde6488    Vardas6488     5.40
Pavarde3690    Vardas3690     5.40
Pavarde6702    Vardas6702     5.40
Pavarde8514    Vardas8514     5.40
Pavarde1655    Vardas1655     5.40
Pavarde3858    Vardas3858     5.40
Pavarde8709    Vardas8709     5.40
Pavarde4630    Vardas4630     5.40
Pavarde8759    Vardas8759     5.40
Pavarde3630    Vardas3630     5.40
Pavarde1346    Vardas1346     5.40
Pavarde6511    Vardas6511     5.40
Pavarde4619    Vardas4619     5.40
Pavarde3619    Vardas3619     5.40
Pavarde6540    Vardas6540     5.40
Pavarde1390    Vardas1390     5.40
Pavarde8823    Vardas8823     5.40
Pavarde4643    Vardas4643     5.40
Pavarde6549    Vardas6549     5.40
Pavarde8834    Vardas8834     5.40
Pavarde4719    Vardas4719     5.40
Pavarde3573    Vardas3573     5.40
Pavarde8687    Vardas8687     5.40
Pavarde4597    Vardas4597     5.40
Pavarde8673    Vardas8673     5.40
Pavarde5633    Vardas5633     5.40
Pavarde8841    Vardas8841     5.40
Pavarde1502    Vardas1502     5.40
Pavarde8643    Vardas8643     5.40
Pavarde1524    Vardas1524     5.40
Pavarde8632    Vardas8632     5.40
Pavarde5578    Vardas5578     5.40
Pavarde3821    Vardas3821     5.40
Pavarde1805    Vardas1805     5.40
Pavarde4490    Vardas4490     5.40
Pavarde8387    Vardas8387     5.40
Pavarde8384    Vardas8384     5.40
Pavarde8382    Vardas8382     5.40
Pavarde8374    Vardas8374     5.40
Pavarde1791    Vardas1791     5.40
Pavarde6418    Vardas6418     5.40
Pavarde8360    Vardas8360     5.40
Pavarde4697    Vardas4697     5.40
Pavarde4470    Vardas4470     5.40
Pavarde1161    Vardas1161     5.40
Pavarde6294    Vardas6294     5.40
Pavarde6391    Vardas6391     5.40
Pavarde8963    Vardas8963     5.40
Pavarde3374    Vardas3374     5.40
Pavarde1827    Vardas1827     5.40
Pavarde3753    Vardas3753     5.40
Pavarde8964    Vardas8964     5.40
Pavarde4447    Vardas4447     5.40
Pavarde8300    Vardas8300     5.40
Pavarde8985    Vardas8985     5.40
Pavarde1136    Vardas1136     5.40
Pavarde8279    Vardas8279     5.40
Pavarde3336    Vardas3336     5.40
Pavarde8275    Vardas8275     5.40
Pavarde1183    Vardas1183     5.40
Pavarde8508    Vardas8508     5.40
Pavarde1207    Vardas1207     5.40
Pavarde8506    Vardas8506     5.40
Pavarde6735    Vardas6735     5.40
Pavarde8475    Vardas8475     5.40
Pavarde5700    Vardas5700     5.40
Pavarde1719    Vardas1719     5.40
Pavarde4687    Vardas4687     5.40
Pavarde8445    Vardas8445     5.40
Pavarde6420    Vardas6420     5.40
Pavarde1727    Vardas1727     5.40
Pavarde1728    Vardas1728     5.40
Pavarde8388    Vardas8388     5.40
Pavarde4500    Vardas4500     5.40
Pavarde1735    Vardas1735     5.40
Pavarde8933    Vardas8933     5.40
Pavarde5720    Vardas5720     5.40
Pavarde6757    Vardas6757     5.40
Pavarde8430    Vardas8430     5.40
Pavarde6115    Vardas6115     5.60
Pavarde6359    Vardas6359     5.60
Pavarde6336    Vardas6336     5.60
Pavarde6449    Vardas6449     5.60
Pavarde7264    Vardas7264     5.60
Pavarde6375    Vardas6375     5.60
Pavarde6421    Vardas6421     5.60
Pavarde9703    Vardas9703     5.60
Pavarde6114    Vardas6114     5.60
Pavarde7189    Vardas7189     5.60
Pavarde6110    Vardas6110     5.60
Pavarde6364    Vardas6364     5.60
Pavarde7186    Vardas7186     5.60
Pavarde6490    Vardas6490     5.60
Pavarde6788    Vardas6788     5.60
Pavarde9878    Vardas9878     5.60
Pavarde5226    Vardas5226     5.60
Pavarde6227    Vardas6227     5.60
Pavarde6723    Vardas6723     5.60
Pavarde6311    Vardas6311     5.60
Pavarde6230    Vardas6230     5.60
Pavarde6987    Vardas6987     5.60
Pavarde6961    Vardas6961     5.60
Pavarde6762    Vardas6762     5.60
Pavarde5191    Vardas5191     5.60
Pavarde6765    Vardas6765     5.60
Pavarde6687    Vardas6687     5.60
Pavarde6296    Vardas6296     5.60
Pavarde9828    Vardas9828     5.60
Pavarde9829    Vardas9829     5.60
Pavarde6259    Vardas6259     5.60
Pavarde5001    Vardas5001     5.60
Pavarde6858    Vardas6858     5.60
Pavarde6822    Vardas6822     5.60
Pavarde6273    Vardas6273     5.60
Pavarde6837    Vardas6837     5.60
Pavarde6848    Vardas6848     5.60
Pavarde6585    Vardas6585     5.60
Pavarde6515    Vardas6515     5.60
Pavarde6534    Vardas6534     5.60
Pavarde7144    Vardas7144     5.60
Pavarde9925    Vardas9925     5.60
Pavarde9745    Vardas9745     5.60
Pavarde6566    Vardas6566     5.60
Pavarde7095    Vardas7095     5.60
Pavarde6581    Vardas6581     5.60
Pavarde5164    Vardas5164     5.60
Pavarde7069    Vardas7069     5.60
Pavarde6166    Vardas6166     5.60
Pavarde7063    Vardas7063     5.60
Pavarde6588    Vardas6588     5.60
Pavarde6620    Vardas6620     5.60
Pavarde9775    Vardas9775     5.60
Pavarde6204    Vardas6204     5.60
Pavarde6213    Vardas6213     5.60
Pavarde6328    Vardas6328     5.60
Pavarde5235    Vardas5235     5.60
Pavarde7021    Vardas7021     5.60
Pavarde6650    Vardas6650     5.60
Pavarde5715    Vardas5715     5.60
Pavarde8621    Vardas8621     5.60
Pavarde8590    Vardas8590     5.60
Pavarde5459    Vardas5459     5.60
Pavarde8573    Vardas8573     5.60
Pavarde8570    Vardas8570     5.60
Pavarde8555    Vardas8555     5.60
Pavarde5454    Vardas5454     5.60
Pavarde8533    Vardas8533     5.60
Pavarde8523    Vardas8523     5.60
Pavarde8521    Vardas8521     5.60
Pavarde9138    Vardas9138     5.60
Pavarde8504    Vardas8504     5.60
Pavarde5680    Vardas5680     5.60
Pavarde9157    Vardas9157     5.60
Pavarde5706    Vardas5706     5.60
Pavarde9110    Vardas9110     5.60
Pavarde8423    Vardas8423     5.60
Pavarde8410    Vardas8410     5.60
Pavarde8364    Vardas8364     5.60
Pavarde5742    Vardas5742     5.60
Pavarde8356    Vardas8356     5.60
Pavarde8348    Vardas8348     5.60
Pavarde8290    Vardas8290     5.60
Pavarde8288    Vardas8288     5.60
Pavarde8276    Vardas8276     5.60
Pavarde5392    Vardas5392     5.60
Pavarde8259    Vardas8259     5.60
Pavarde8207    Vardas8207     5.60
Pavarde9255    Vardas9255     5.60
Pavarde5380    Vardas5380     5.60
Pavarde8200    Vardas8200     5.60
Pavarde9061    Vardas9061     5.60
Pavarde5510    Vardas5510     5.60
Pavarde8941    Vardas8941     5.60
Pavarde5535    Vardas5535     5.60
Pavarde5538    Vardas5538     5.60
Pavarde5540    Vardas5540     5.60
Pavarde8922    Vardas8922     5.60
Pavarde9018    Vardas9018     5.60
Pavarde8919    Vardas8919     5.60
Pavarde8885    Vardas8885     5.60
Pavarde8872    Vardas8872     5.60
Pavarde8859    Vardas8859     5.60
Pavarde8857    Vardas8857     5.60
Pavarde8837    Vardas8837     5.60
Pavarde9055    Vardas9055     5.60
Pavarde5601    Vardas5601     5.60
Pavarde8194    Vardas8194     5.60
Pavarde9062    Vardas9062     5.60
Pavarde8756    Vardas8756     5.60
Pavarde9071    Vardas9071     5.60
Pavarde5603    Vardas5603     5.60
Pavarde8746    Vardas8746     5.60
Pavarde8710    Vardas8710     5.60
Pavarde5612    Vardas5612     5.60
Pavarde8691    Vardas8691     5.60
Pavarde8679    Vardas8679     5.60
Pavarde8652    Vardas8652     5.60
Pavarde8624    Vardas8624     5.60
Pavarde9102    Vardas9102     5.60
Pavarde5463    Vardas5463     5.60
Pavarde9108    Vardas9108     5.60
Pavarde7433    Vardas7433     5.60
Pavarde7715    Vardas7715     5.60
Pavarde7689    Vardas7689     5.60
Pavarde7653    Vardas7653     5.60
Pavarde5970    Vardas5970     5.60
Pavarde7647    Vardas7647     5.60
Pavarde7635    Vardas7635     5.60
Pavarde7621    Vardas7621     5.60
Pavarde7609    Vardas7609     5.60
Pavarde7588    Vardas7588     5.60
Pavarde6005    Vardas6005     5.60
Pavarde9529    Vardas9529     5.60
Pavarde6022    Vardas6022     5.60
Pavarde7493    Vardas7493     5.60
Pavarde9557    Vardas9557     5.60
Pavarde7461    Vardas7461     5.60
Pavarde7755    Vardas7755     5.60
Pavarde7432    Vardas7432     5.60
Pavarde7431    Vardas7431     5.60
Pavarde9596    Vardas9596     5.60
Pavarde6046    Vardas6046     5.60
Pavarde9602    Vardas9602     5.60
Pavarde7398    Vardas7398     5.60
Pavarde6066    Vardas6066     5.60
Pavarde7377    Vardas7377     5.60
Pavarde7369    Vardas7369     5.60
Pavarde7361    Vardas7361     5.60
Pavarde5284    Vardas5284     5.60
Pavarde7353    Vardas7353     5.60
Pavarde7335    Vardas7335     5.60
Pavarde7328    Vardas7328     5.60
Pavarde5876    Vardas5876     5.60
Pavarde9286    Vardas9286     5.60
Pavarde5372    Vardas5372     5.60
Pavarde9289    Vardas9289     5.60
Pavarde5817    Vardas5817     5.60
Pavarde5361    Vardas5361     5.60
Pavarde8142    Vardas8142     5.60
Pavarde5841    Vardas5841     5.60
Pavarde9318    Vardas9318     5.60
Pavarde8091    Vardas8091     5.60
Pavarde8054    Vardas8054     5.60
Pavarde8051    Vardas8051     5.60
Pavarde5853    Vardas5853     5.60
Pavarde5856    Vardas5856     5.60
Pavarde7973    Vardas7973     5.60
Pavarde7965    Vardas7965     5.60
Pavarde9680    Vardas9680     5.60
Pavarde5337    Vardas5337     5.60
Pavarde7962    Vardas7962     5.60
Pavarde9410    Vardas9410     5.60
Pavarde9413    Vardas9413     5.60
Pavarde5899    Vardas5899     5.60
Pavarde7891    Vardas7891     5.60
Pavarde7879    Vardas7879     5.60
Pavarde9416    Vardas9416     5.60
Pavarde5916    Vardas5916     5.60
Pavarde9434    Vardas9434     5.60
Pavarde7812    Vardas7812     5.60
Pavarde7805    Vardas7805     5.60
Pavarde7765    Vardas7765     5.60
Pavarde9461    Vardas9461     5.60
Pavarde4578    Vardas4578     5.60
Pavarde3629    Vardas3629     5.60
Pavarde970     Vardas970      5.60
Pavarde2616    Vardas2616     5.60
Pavarde3616    Vardas3616     5.60
Pavarde3614    Vardas3614     5.60
Pavarde4921    Vardas4921     5.60
Pavarde976     Vardas976      5.60
Pavarde1661    Vardas1661     5.60
Pavarde3589    Vardas3589     5.60
Pavarde1654    Vardas1654     5.60
Pavarde983     Vardas983      5.60
Pavarde2660    Vardas2660     5.60
Pavarde380     Vardas380      5.60
Pavarde3555    Vardas3555     5.60
Pavarde1678    Vardas1678     5.60
Pavarde1015    Vardas1015     5.60
Pavarde4580    Vardas4580     5.60
Pavarde1599    Vardas1599     5.60
Pavarde2716    Vardas2716     5.60
Pavarde2723    Vardas2723     5.60
Pavarde3493    Vardas3493     5.60
Pavarde187     Vardas187      5.60
Pavarde3470    Vardas3470     5.60
Pavarde2736    Vardas2736     5.60
Pavarde3464    Vardas3464     5.60
Pavarde4605    Vardas4605     5.60
Pavarde1583    Vardas1583     5.60
Pavarde1091    Vardas1091     5.60
Pavarde1579    Vardas1579     5.60
Pavarde4979    Vardas4979     5.60
Pavarde3906    Vardas3906     5.60
Pavarde3885    Vardas3885     5.60
Pavarde2454    Vardas2454     5.60
Pavarde106     Vardas106      5.60
Pavarde3841    Vardas3841     5.60
Pavarde3830    Vardas3830     5.60
Pavarde3801    Vardas3801     5.60
Pavarde2502    Vardas2502     5.60
Pavarde4495    Vardas4495     5.60
Pavarde5007    Vardas5007     5.60
Pavarde434     Vardas434      5.60
Pavarde2512    Vardas2512     5.60
Pavarde3766    Vardas3766     5.60
Pavarde3747    Vardas3747     5.60
Pavarde1578    Vardas1578     5.60
Pavarde3730    Vardas3730     5.60
Pavarde934     Vardas934      5.60
Pavarde420     Vardas420      5.60
Pavarde2548    Vardas2548     5.60
Pavarde3688    Vardas3688     5.60
Pavarde2564    Vardas2564     5.60
Pavarde3679    Vardas3679     5.60
Pavarde3671    Vardas3671     5.60
Pavarde2592    Vardas2592     5.60
Pavarde405     Vardas405      5.60
Pavarde955     Vardas955      5.60
Pavarde3658    Vardas3658     5.60
Pavarde3640    Vardas3640     5.60
Pavarde4930    Vardas4930     5.60
Pavarde3263    Vardas3263     5.60
Pavarde1224    Vardas1224     5.60
Pavarde319     Vardas319      5.60
Pavarde2990    Vardas2990     5.60
Pavarde4665    Vardas4665     5.60
Pavarde3309    Vardas3309     5.60
Pavarde3298    Vardas3298     5.60
Pavarde4804    Vardas4804     5.60
Pavarde3289    Vardas3289     5.60
Pavarde3034    Vardas3034     5.60
Pavarde3035    Vardas3035     5.60
Pavarde4799    Vardas4799     5.60
Pavarde3049    Vardas3049     5.60
Pavarde1278    Vardas1278     5.60
Pavarde3267    Vardas3267     5.60
Pavarde1211    Vardas1211     5.60
Pavarde4778    Vardas4778     5.60
Pavarde3235    Vardas3235     5.60
Pavarde3229    Vardas3229     5.60
Pavarde3226    Vardas3226     5.60
Pavarde4765    Vardas4765     5.60
Pavarde285     Vardas285      5.60
Pavarde1327    Vardas1327     5.60
Pavarde3179    Vardas3179     5.60
Pavarde1374    Vardas1374     5.60
Pavarde1372    Vardas1372     5.60
Pavarde4729    Vardas4729     5.60
Pavarde4735    Vardas4735     5.60
Pavarde3129    Vardas3129     5.60
Pavarde1355    Vardas1355     5.60
Pavarde3412    Vardas3412     5.60
Pavarde3432    Vardas3432     5.60
Pavarde1572    Vardas1572     5.60
Pavarde1570    Vardas1570     5.60
Pavarde356     Vardas356      5.60
Pavarde2811    Vardas2811     5.60
Pavarde3427    Vardas3427     5.60
Pavarde4618    Vardas4618     5.60
Pavarde4627    Vardas4627     5.60
Pavarde4850    Vardas4850     5.60
Pavarde1545    Vardas1545     5.60
Pavarde1131    Vardas1131     5.60
Pavarde1536    Vardas1536     5.60
Pavarde2835    Vardas2835     5.60
Pavarde3414    Vardas3414     5.60
Pavarde2066    Vardas2066     5.60
Pavarde3401    Vardas3401     5.60
Pavarde1529    Vardas1529     5.60
Pavarde1527    Vardas1527     5.60
Pavarde4648    Vardas4648     5.60
Pavarde345     Vardas345      5.60
Pavarde1155    Vardas1155     5.60
Pavarde3384    Vardas3384     5.60
Pavarde1193    Vardas1193     5.60
